id,split,text,reason,original_spans,reconstructed_spans
viocd_train_2516,train,"dẹp mẹ game đi máy vivo y19 6g mà lắc kinh không sử dụng wifi thì không kết nối  được  trong khi đó game khác chạy phà phà đánh boS đứng hình hoài , nóng máy , hao pin nữa",derived_span_mismatch,"[{""start"": 149, ""end"": 159, ""text"": ""nóng máy ,"", ""start_token"": 34, ""end_token"": 36, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 0, ""end"": 11, ""text"": ""dẹp mẹ game"", ""start_token"": 0, ""end_token"": 2, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 160, ""end"": 171, ""text"": ""hao pin nữa"", ""start_token"": 37, ""end_token"": 39, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 34, ""end"": 48, ""text"": ""lắc kinh không"", ""start_token"": 9, ""end_token"": 11, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 132, ""end"": 148, ""text"": ""đứng hình hoài ,"", ""start_token"": 30, ""end_token"": 33, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 43, ""end"": 92, ""text"": ""không sử dụng wifi thì không kết nối  được  trong"", ""start_token"": 11, ""end_token"": 20, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}]","[{""start"": 0, ""end"": 11, ""text"": ""dẹp mẹ game""}, {""start"": 34, ""end"": 42, ""text"": ""lắc kinh""}, {""start"": 43, ""end"": 92, ""text"": ""không sử dụng wifi thì không kết nối  được  trong""}, {""start"": 132, ""end"": 148, ""text"": ""đứng hình hoài ,""}, {""start"": 149, ""end"": 159, ""text"": ""nóng máy ,""}, {""start"": 160, ""end"": 171, ""text"": ""hao pin nữa""}]"
viocd_train_2780,train,"ứng dụng bị lỗi quá lâu mà không hề được khắc phục, có nhiều bài viết kèm hình nhưng bấm vào hình để xem thì ứng dụng bị đơ, bấm trở lại thì sử dụng tiếp bình thường nhưng nếu lại bấm vào xem hình thì",derived_span_mismatch,"[{""start"": 109, ""end"": 128, ""text"": ""ứng dụng bị đơ, bấm"", ""start_token"": 25, ""end_token"": 29, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 201, ""end"": 224, ""text"": ""ứng dụng lại bị đơ. lỗi"", ""start_token"": 46, ""end_token"": 51, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 9, ""end"": 51, ""text"": ""bị lỗi quá lâu mà không hề được khắc phục,"", ""start_token"": 2, ""end_token"": 11, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 221, ""end"": 282, ""text"": ""lỗi này chắc cũng phải nửa năm nhưng chưa được khắc phục. quá"", ""start_token"": 51, ""end_token"": 63, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}]","[{""start"": 9, ""end"": 51, ""text"": ""bị lỗi quá lâu mà không hề được khắc phục,""}, {""start"": 109, ""end"": 128, ""text"": ""ứng dụng bị đơ, bấm""}, {""start"": 201, ""end"": 220, ""text"": ""ứng dụng lại bị đơ.""}, {""start"": 221, ""end"": 282, ""text"": ""lỗi này chắc cũng phải nửa năm nhưng chưa được khắc phục. quá""}]"
viocd_train_3208,train,quá tệ ... giao hàng gì mà 2 chiếc 2 màu ...ko sao liên lạc đuoc voi bát cứ ai... lazada...cũng không duoc... cửa hàng  bán hàng cũng không đuoc luon...buồn quá,derived_span_mismatch,"[{""start"": 0, ""end"": 10, ""text"": ""quá tệ ..."", ""start_token"": 0, ""end_token"": 2, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 11, ""end"": 46, ""text"": ""giao hàng gì mà 2 chiếc 2 màu ...ko"", ""start_token"": 3, ""end_token"": 11, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 41, ""end"": 95, ""text"": ""...ko sao liên lạc đuoc voi bát cứ ai... lazada...cũng"", ""start_token"": 11, ""end_token"": 20, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 82, ""end"": 160, ""text"": ""lazada...cũng không duoc... cửa hàng  bán hàng cũng không đuoc luon...buồn quá"", ""start_token"": 20, ""end_token"": 31, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}]","[{""start"": 0, ""end"": 10, ""text"": ""quá tệ ...""}, {""start"": 11, ""end"": 40, ""text"": ""giao hàng gì mà 2 chiếc 2 màu""}, {""start"": 41, ""end"": 81, ""text"": ""...ko sao liên lạc đuoc voi bát cứ ai...""}, {""start"": 82, ""end"": 160, ""text"": ""lazada...cũng không duoc... cửa hàng  bán hàng cũng không đuoc luon...buồn quá""}]"
viocd_train_3247,train,game nài anh chị em nó lừa đảo đó nha anh chị em tôi đan nói với nó chên facebOk rồi nó chặng tôi luôn rồi anh chị em nạp đi rồi chết lừa đảo lừa đảo đó lừa đảo lừa đảo đó,derived_span_mismatch,"[{""start"": 23, ""end"": 33, ""text"": ""lừa đảo đó"", ""start_token"": 6, ""end_token"": 8, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 122, ""end"": 137, ""text"": ""đi rồi chết lừa"", ""start_token"": 30, ""end_token"": 33, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 88, ""end"": 106, ""text"": ""chặng tôi luôn rồi"", ""start_token"": 22, ""end_token"": 25, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 134, ""end"": 171, ""text"": ""lừa đảo lừa đảo đó lừa đảo lừa đảo đó"", ""start_token"": 33, ""end_token"": 42, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}]","[{""start"": 23, ""end"": 33, ""text"": ""lừa đảo đó""}, {""start"": 88, ""end"": 106, ""text"": ""chặng tôi luôn rồi""}, {""start"": 122, ""end"": 133, ""text"": ""đi rồi chết""}, {""start"": 134, ""end"": 171, ""text"": ""lừa đảo lừa đảo đó lừa đảo lừa đảo đó""}]"
viocd_train_3399,train,"game hay nhưng các chương về sau quá khó , ngoài ra ít sự kiện , đa số đánh xong mấy tầng rồi ngồi chờ tới khi nào mạnh lên mới đánh tiếp các chương được , game đôi lúc mới vào vì các chương đánh quái",derived_span_mismatch,"[{""start"": 52, ""end"": 64, ""text"": ""ít sự kiện ,"", ""start_token"": 12, ""end_token"": 15, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 156, ""end"": 176, ""text"": ""game đôi lúc mới vào"", ""start_token"": 37, ""end_token"": 41, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 15, ""end"": 40, ""text"": ""các chương về sau quá khó"", ""start_token"": 3, ""end_token"": 8, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 180, ""end"": 217, ""text"": ""các chương đánh quái quá khó nên thời"", ""start_token"": 43, ""end_token"": 50, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 213, ""end"": 259, ""text"": ""thời gian dành cho game này hầu như không có ,"", ""start_token"": 50, ""end_token"": 60, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 71, ""end"": 153, ""text"": ""đánh xong mấy tầng rồi ngồi chờ tới khi nào mạnh lên mới đánh tiếp các chương được"", ""start_token"": 18, ""end_token"": 35, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}]","[{""start"": 15, ""end"": 40, ""text"": ""các chương về sau quá khó""}, {""start"": 52, ""end"": 64, ""text"": ""ít sự kiện ,""}, {""start"": 71, ""end"": 153, ""text"": ""đánh xong mấy tầng rồi ngồi chờ tới khi nào mạnh lên mới đánh tiếp các chương được""}, {""start"": 156, ""end"": 176, ""text"": ""game đôi lúc mới vào""}, {""start"": 180, ""end"": 212, ""text"": ""các chương đánh quái quá khó nên""}, {""start"": 213, ""end"": 259, ""text"": ""thời gian dành cho game này hầu như không có ,""}]"
viocd_train_3603,train,liên quân phiên bản 3.0 thật sự quá tệ. tôi chơi liên quân từ khi mới ra nhưng phiên bản hiện tại làm tôi rất thất vọng . bản đồ giao diện thật sự nhìn rất tệ . thật sự tôi phải xoá game bởi vì nó rất,derived_span_mismatch,"[{""start"": 98, ""end"": 119, ""text"": ""làm tôi rất thất vọng"", ""start_token"": 22, ""end_token"": 26, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 122, ""end"": 158, ""text"": ""bản đồ giao diện thật sự nhìn rất tệ"", ""start_token"": 28, ""end_token"": 36, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 0, ""end"": 39, ""text"": ""liên quân phiên bản 3.0 thật sự quá tệ."", ""start_token"": 0, ""end_token"": 8, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 161, ""end"": 203, ""text"": ""thật sự tôi phải xoá game bởi vì nó rất tệ"", ""start_token"": 38, ""end_token"": 48, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 169, ""end"": 270, ""text"": ""tôi phải xoá game bởi vì nó rất tệ khôg phải riêng tôi mà là tất cả mọi người đều quen với bản đồ cũ."", ""start_token"": 40, ""end_token"": 64, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}]","[{""start"": 0, ""end"": 39, ""text"": ""liên quân phiên bản 3.0 thật sự quá tệ.""}, {""start"": 98, ""end"": 119, ""text"": ""làm tôi rất thất vọng""}, {""start"": 122, ""end"": 158, ""text"": ""bản đồ giao diện thật sự nhìn rất tệ""}, {""start"": 161, ""end"": 168, ""text"": ""thật sự""}, {""start"": 169, ""end"": 270, ""text"": ""tôi phải xoá game bởi vì nó rất tệ khôg phải riêng tôi mà là tất cả mọi người đều quen với bản đồ cũ.""}]"
viocd_train_3637,train,"game rất nát, bug, cheat, nạp lậu ầm ầm, thiệt hại người chơi chân chính, nph không xử lý nhưng đăng fanpage đã xử lý này nọ, thiếu tôn trọng người chơi, toàn lừa đảo... khuyên mọi người không nên tải",span_count_mismatch,"[{""start"": 19, ""end"": 29, ""text"": ""cheat, nạp"", ""start_token"": 4, ""end_token"": 5, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 0, ""end"": 13, ""text"": ""game rất nát,"", ""start_token"": 0, ""end_token"": 2, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 26, ""end"": 40, ""text"": ""nạp lậu ầm ầm,"", ""start_token"": 5, ""end_token"": 8, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 154, ""end"": 169, ""text"": ""toàn lừa đảo..."", ""start_token"": 32, ""end_token"": 34, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 9, ""end"": 25, ""text"": ""nát, bug, cheat,"", ""start_token"": 2, ""end_token"": 4, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 126, ""end"": 153, ""text"": ""thiếu tôn trọng người chơi,"", ""start_token"": 27, ""end_token"": 31, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 41, ""end"": 73, ""text"": ""thiệt hại người chơi chân chính,"", ""start_token"": 9, ""end_token"": 14, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 74, ""end"": 125, ""text"": ""nph không xử lý nhưng đăng fanpage đã xử lý này nọ,"", ""start_token"": 15, ""end_token"": 26, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}]","[{""start"": 0, ""end"": 8, ""text"": ""game rất""}, {""start"": 9, ""end"": 25, ""text"": ""nát, bug, cheat,""}, {""start"": 26, ""end"": 40, ""text"": ""nạp lậu ầm ầm,""}, {""start"": 41, ""end"": 73, ""text"": ""thiệt hại người chơi chân chính,""}, {""start"": 74, ""end"": 125, ""text"": ""nph không xử lý nhưng đăng fanpage đã xử lý này nọ,""}, {""start"": 126, ""end"": 153, ""text"": ""thiếu tôn trọng người chơi,""}, {""start"": 154, ""end"": 169, ""text"": ""toàn lừa đảo...""}]"
viocd_train_3674,train,nó rất hay trải ngiệm rất tuyệt vời nhưng mỗi tội nếu xem  quả người cáo sẽ bị lác máy có khi bị tắt máy bất chợt khi xem phải vào lại và bị mất hết điểm nhưng tôi vẫn cho  5star  vì rất tuyệt vừa chơ,derived_span_mismatch,"[{""start"": 42, ""end"": 53, ""text"": ""mỗi tội nếu"", ""start_token"": 9, ""end_token"": 11, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 50, ""end"": 159, ""text"": ""nếu xem  quả người cáo sẽ bị lác máy có khi bị tắt máy bất chợt khi xem phải vào lại và bị mất hết điểm nhưng"", ""start_token"": 11, ""end_token"": 37, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}]","[{""start"": 42, ""end"": 49, ""text"": ""mỗi tội""}, {""start"": 50, ""end"": 159, ""text"": ""nếu xem  quả người cáo sẽ bị lác máy có khi bị tắt máy bất chợt khi xem phải vào lại và bị mất hết điểm nhưng""}]"
viocd_train_3711,train,rất thất vọng về tiki. đơn hàng của mình bị thông báo huỷ đúng ngày dự kiến giao hàng làm mình nhỡ mất bao nhiêu việc. mua hàng ở đây đã lâu nhưng chưa bao giờ thấy làm ăn kiểu này. lần một lần 2 có t,derived_span_mismatch,"[{""start"": 0, ""end"": 13, ""text"": ""rất thất vọng"", ""start_token"": 0, ""end_token"": 2, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 41, ""end"": 62, ""text"": ""bị thông báo huỷ đúng"", ""start_token"": 9, ""end_token"": 13, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 219, ""end"": 250, ""text"": ""lần 3 thì thực sự mất lòng tin."", ""start_token"": 50, ""end_token"": 57, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 58, ""end"": 94, ""text"": ""đúng ngày dự kiến giao hàng làm mình"", ""start_token"": 13, ""end_token"": 20, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}]","[{""start"": 0, ""end"": 13, ""text"": ""rất thất vọng""}, {""start"": 41, ""end"": 57, ""text"": ""bị thông báo huỷ""}, {""start"": 58, ""end"": 94, ""text"": ""đúng ngày dự kiến giao hàng làm mình""}, {""start"": 219, ""end"": 250, ""text"": ""lần 3 thì thực sự mất lòng tin.""}]"
viocd_train_3764,train,ngay từ vòng để xe đã thất vọng! bắt người ta nhập thông tin cho đã xong rồi lỗi đăng kí! thử đi thử lại bao nhiêu lần cũng không  được ! tiếp tục cũng không  được  xoá đi cũng không xong! muốn theo d,derived_span_mismatch,"[{""start"": 22, ""end"": 32, ""text"": ""thất vọng!"", ""start_token"": 6, ""end_token"": 7, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 0, ""end"": 12, ""text"": ""ngay từ vòng"", ""start_token"": 0, ""end_token"": 2, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 77, ""end"": 89, ""text"": ""lỗi đăng kí!"", ""start_token"": 18, ""end_token"": 20, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 217, ""end"": 231, ""text"": ""khó thế! không"", ""start_token"": 48, ""end_token"": 50, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 313, ""end"": 333, ""text"": ""không hài lòng! mong"", ""start_token"": 67, ""end_token"": 70, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 169, ""end"": 193, ""text"": ""đi cũng không xong! muốn"", ""start_token"": 38, ""end_token"": 42, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 226, ""end"": 255, ""text"": ""không thích một chút nào! cho"", ""start_token"": 50, ""end_token"": 55, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 138, ""end"": 168, ""text"": ""tiếp tục cũng không  được  xoá"", ""start_token"": 32, ""end_token"": 37, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 90, ""end"": 137, ""text"": ""thử đi thử lại bao nhiêu lần cũng không  được !"", ""start_token"": 21, ""end_token"": 31, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}]","[{""start"": 0, ""end"": 12, ""text"": ""ngay từ vòng""}, {""start"": 22, ""end"": 32, ""text"": ""thất vọng!""}, {""start"": 77, ""end"": 89, ""text"": ""lỗi đăng kí!""}, {""start"": 90, ""end"": 137, ""text"": ""thử đi thử lại bao nhiêu lần cũng không  được !""}, {""start"": 138, ""end"": 168, ""text"": ""tiếp tục cũng không  được  xoá""}, {""start"": 169, ""end"": 193, ""text"": ""đi cũng không xong! muốn""}, {""start"": 217, ""end"": 225, ""text"": ""khó thế!""}, {""start"": 226, ""end"": 255, ""text"": ""không thích một chút nào! cho""}, {""start"": 313, ""end"": 333, ""text"": ""không hài lòng! mong""}]"
viocd_train_3865,train,"cửa hàng  lừa đảo à! đăng nhãn hàng gửi cho đôi không như hình lại không bằng đôi ngài chợ , chả lẽ có mấy đồng đòi trả hàng chứ! cầm dôi dép mà tức chết, không có bán thì thôi đừng làm kiểu treo đầu ",derived_span_mismatch,"[{""start"": 0, ""end"": 17, ""text"": ""cửa hàng  lừa đảo"", ""start_token"": 0, ""end_token"": 3, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 44, ""end"": 62, ""text"": ""đôi không như hình"", ""start_token"": 10, ""end_token"": 13, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 67, ""end"": 90, ""text"": ""không bằng đôi ngài chợ"", ""start_token"": 15, ""end_token"": 19, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 103, ""end"": 133, ""text"": ""mấy đồng đòi trả hàng chứ! cầm"", ""start_token"": 24, ""end_token"": 30, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 130, ""end"": 160, ""text"": ""cầm dôi dép mà tức chết, không"", ""start_token"": 30, ""end_token"": 36, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 177, ""end"": 227, ""text"": ""đừng làm kiểu treo đầu dê batnhit gì  chó nhue vậy"", ""start_token"": 41, ""end_token"": 51, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}]","[{""start"": 0, ""end"": 17, ""text"": ""cửa hàng  lừa đảo""}, {""start"": 44, ""end"": 62, ""text"": ""đôi không như hình""}, {""start"": 67, ""end"": 90, ""text"": ""không bằng đôi ngài chợ""}, {""start"": 103, ""end"": 129, ""text"": ""mấy đồng đòi trả hàng chứ!""}, {""start"": 130, ""end"": 160, ""text"": ""cầm dôi dép mà tức chết, không""}, {""start"": 177, ""end"": 227, ""text"": ""đừng làm kiểu treo đầu dê batnhit gì  chó nhue vậy""}]"
viocd_train_4243,train,"hàng kém chất lượng, đế và thân rất dễ rớt ra.lần đầu mua hàng ở đây mà thấy thất vọng thân dép không có chữ crocs như trong hình",derived_span_mismatch,"[{""start"": 72, ""end"": 91, ""text"": ""thấy thất vọng thân"", ""start_token"": 17, ""end_token"": 20, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 0, ""end"": 20, ""text"": ""hàng kém chất lượng,"", ""start_token"": 0, ""end_token"": 3, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 21, ""end"": 49, ""text"": ""đế và thân rất dễ rớt ra.lần"", ""start_token"": 4, ""end_token"": 10, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}, {""start"": 87, ""end"": 124, ""text"": ""thân dép không có chữ crocs như trong"", ""start_token"": 20, ""end_token"": 27, ""span_type"": ""complaint"", ""offset_source"": ""token_index_range"", ""annotation_model"": ""mistralai/mistral-small-4-119b-2603"", ""annotation_mode"": ""llm_token_index""}]","[{""start"": 0, ""end"": 20, ""text"": ""hàng kém chất lượng,""}, {""start"": 21, ""end"": 49, ""text"": ""đế và thân rất dễ rớt ra.lần""}, {""start"": 72, ""end"": 86, ""text"": ""thấy thất vọng""}, {""start"": 87, ""end"": 124, ""text"": ""thân dép không có chữ crocs như trong""}]"
